Категория;URL товара;Фото основные;Фото дополнительные;Номер заказа;Мат. основы;Цвет основы;Материал комп.;D;G;H;L;Жесткость пружины, Н/мм;Нагрузка, кг;Твердость по Шору A;Наличие, шт;Цена, руб. с НДС;T;A;B мин.;B макс.;C;Сжатие макс.;Обозначение резьбы;N;Допустимая нагрузка, кг;H1;H2;Диапазон регулировки;Исполнение;B;E;F;Допустимая нагрузка макс., кг;Поверхность комп.;Материал;Высота;Ø;Подходит для опоры с Ø;Подходит для опоры;D1;D2;D3;F макс., кг;Форма;H3;SW
A00009 Виброопоры цилиндрические со внутренней резьбой, тип EC (E);https://alterv.ru/catalog/vibroopory/a00009_vibroopory_tsilindricheskie_so_vnutrenney_rezboy_tip_ec_e/;https://alterv.ru/upload/iblock/43e/xb2mc8dummvajeo2q7d2yhdnoxoqu2ht/a00009_vibroopory_tsilindricheskie.png;https://alterv.ru/upload/iblock/056/2j5atefq1juz3m0xc6dkdvnn838cy7sh/a00009_vibroopory_chertezh.png;A00009.16008006012;;;;80;M12;60;;-;325;;96;1598,2;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A00009 Виброопоры цилиндрические со внутренней резьбой, тип EC (E);https://alterv.ru/catalog/vibroopory/a00009_vibroopory_tsilindricheskie_so_vnutrenney_rezboy_tip_ec_e/;https://alterv.ru/upload/iblock/43e/xb2mc8dummvajeo2q7d2yhdnoxoqu2ht/a00009_vibroopory_tsilindricheskie.png;https://alterv.ru/upload/iblock/056/2j5atefq1juz3m0xc6dkdvnn838cy7sh/a00009_vibroopory_chertezh.png;A00009.16010005016;;;;100;M16;50;;750;375-420;;96;2335,39;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A00009 Виброопоры цилиндрические со внутренней резьбой, тип EC (E);https://alterv.ru/catalog/vibroopory/a00009_vibroopory_tsilindricheskie_so_vnutrenney_rezboy_tip_ec_e/;https://alterv.ru/upload/iblock/43e/xb2mc8dummvajeo2q7d2yhdnoxoqu2ht/a00009_vibroopory_tsilindricheskie.png;https://alterv.ru/upload/iblock/056/2j5atefq1juz3m0xc6dkdvnn838cy7sh/a00009_vibroopory_chertezh.png;A00009.16010006016;;;;100;M16;60;;490;294-560;;100;2458,3;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A00009 Виброопоры цилиндрические со внутренней резьбой, тип EC (E);https://alterv.ru/catalog/vibroopory/a00009_vibroopory_tsilindricheskie_so_vnutrenney_rezboy_tip_ec_e/;https://alterv.ru/upload/iblock/43e/xb2mc8dummvajeo2q7d2yhdnoxoqu2ht/a00009_vibroopory_tsilindricheskie.png;https://alterv.ru/upload/iblock/056/2j5atefq1juz3m0xc6dkdvnn838cy7sh/a00009_vibroopory_chertezh.png;A00009.16010007516;;;;100;M16;75;;432;363-560;;96;3994,74;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A00009 Виброопоры цилиндрические со внутренней резьбой, тип EC (E);https://alterv.ru/catalog/vibroopory/a00009_vibroopory_tsilindricheskie_so_vnutrenney_rezboy_tip_ec_e/;https://alterv.ru/upload/iblock/43e/xb2mc8dummvajeo2q7d2yhdnoxoqu2ht/a00009_vibroopory_tsilindricheskie.png;https://alterv.ru/upload/iblock/056/2j5atefq1juz3m0xc6dkdvnn838cy7sh/a00009_vibroopory_chertezh.png;A00009.16010010016;;;;100;M16;100;;340;340-700;;100;4179,11;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A00009 Виброопоры цилиндрические со внутренней резьбой, тип EC (E);https://alterv.ru/catalog/vibroopory/a00009_vibroopory_tsilindricheskie_so_vnutrenney_rezboy_tip_ec_e/;https://alterv.ru/upload/iblock/43e/xb2mc8dummvajeo2q7d2yhdnoxoqu2ht/a00009_vibroopory_tsilindricheskie.png;https://alterv.ru/upload/iblock/056/2j5atefq1juz3m0xc6dkdvnn838cy7sh/a00009_vibroopory_chertezh.png;A00009.16015007520;;;;150;M20;75;;1150;863-1400;;78;4609,31;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A00017 Виброопоры резинометаллические регулируемые с крышкой;https://alterv.ru/catalog/vibroopory/a00017_vibroopory_rezinometallicheskie_reguliruemye_s_kryshkoy/;https://alterv.ru/upload/iblock/4e2/b3xj3oxamco5l4bijlv61hl2mxtu3zlc/a00017_vibroopory.png, https://alterv.ru/upload/iblock/336/s3mjao8reudgmncgrbqjehp3fdemk0oz/a00017_vibroopory_speredi.png, https://alterv.ru/upload/iblock/e23/m1tkjid7ocioo07dxeeabteicr9j1jvy/a00017_vibroopory_sverhu.png, https://alterv.ru/upload/iblock/3ab/0a8e1lccanh7t8320lg5231dd7weurzb/a00017_vibroopory_snizu.png, https://alterv.ru/upload/iblock/c6f/ifxwrzhygcjwqfiiyi4vvsn9yrecnzob/a00017_vibroopory_komplektatsiya.png;https://alterv.ru/upload/iblock/b12/0zj7wwfogav2f4c06o0sy0sjvt33p64a/a00017_vibroopory_chertezh.png;A00017.08012120;;;;;;;120;2500;500;80°;190;1098;;80;35;47;M12x1,25;2;;;;;;;;;;;;;;;;;;;;;;;;
A00017 Виброопоры резинометаллические регулируемые с крышкой;https://alterv.ru/catalog/vibroopory/a00017_vibroopory_rezinometallicheskie_reguliruemye_s_kryshkoy/;https://alterv.ru/upload/iblock/4e2/b3xj3oxamco5l4bijlv61hl2mxtu3zlc/a00017_vibroopory.png, https://alterv.ru/upload/iblock/336/s3mjao8reudgmncgrbqjehp3fdemk0oz/a00017_vibroopory_speredi.png, https://alterv.ru/upload/iblock/e23/m1tkjid7ocioo07dxeeabteicr9j1jvy/a00017_vibroopory_sverhu.png, https://alterv.ru/upload/iblock/3ab/0a8e1lccanh7t8320lg5231dd7weurzb/a00017_vibroopory_snizu.png, https://alterv.ru/upload/iblock/c6f/ifxwrzhygcjwqfiiyi4vvsn9yrecnzob/a00017_vibroopory_komplektatsiya.png;https://alterv.ru/upload/iblock/b12/0zj7wwfogav2f4c06o0sy0sjvt33p64a/a00017_vibroopory_chertezh.png;A00017.12016120;;;;;;;120;4000;1000;80°;439;2013;;120;40;53;M16x1,5;2,5;;;;;;;;;;;;;;;;;;;;;;;;
A00017 Виброопоры резинометаллические регулируемые с крышкой;https://alterv.ru/catalog/vibroopory/a00017_vibroopory_rezinometallicheskie_reguliruemye_s_kryshkoy/;https://alterv.ru/upload/iblock/4e2/b3xj3oxamco5l4bijlv61hl2mxtu3zlc/a00017_vibroopory.png, https://alterv.ru/upload/iblock/336/s3mjao8reudgmncgrbqjehp3fdemk0oz/a00017_vibroopory_speredi.png, https://alterv.ru/upload/iblock/e23/m1tkjid7ocioo07dxeeabteicr9j1jvy/a00017_vibroopory_sverhu.png, https://alterv.ru/upload/iblock/3ab/0a8e1lccanh7t8320lg5231dd7weurzb/a00017_vibroopory_snizu.png, https://alterv.ru/upload/iblock/c6f/ifxwrzhygcjwqfiiyi4vvsn9yrecnzob/a00017_vibroopory_komplektatsiya.png;https://alterv.ru/upload/iblock/b12/0zj7wwfogav2f4c06o0sy0sjvt33p64a/a00017_vibroopory_chertezh.png;A00017.16020170;;;;;;;170;9000;2000;80°;443;2696,2;;160;50;65;M20x1,5;2,2;;;;;;;;;;;;;;;;;;;;;;;;
A00017 Виброопоры резинометаллические регулируемые с крышкой;https://alterv.ru/catalog/vibroopory/a00017_vibroopory_rezinometallicheskie_reguliruemye_s_kryshkoy/;https://alterv.ru/upload/iblock/4e2/b3xj3oxamco5l4bijlv61hl2mxtu3zlc/a00017_vibroopory.png, https://alterv.ru/upload/iblock/336/s3mjao8reudgmncgrbqjehp3fdemk0oz/a00017_vibroopory_speredi.png, https://alterv.ru/upload/iblock/e23/m1tkjid7ocioo07dxeeabteicr9j1jvy/a00017_vibroopory_sverhu.png, https://alterv.ru/upload/iblock/3ab/0a8e1lccanh7t8320lg5231dd7weurzb/a00017_vibroopory_snizu.png, https://alterv.ru/upload/iblock/c6f/ifxwrzhygcjwqfiiyi4vvsn9yrecnzob/a00017_vibroopory_komplektatsiya.png;https://alterv.ru/upload/iblock/b12/0zj7wwfogav2f4c06o0sy0sjvt33p64a/a00017_vibroopory_chertezh.png;A00017.20020170;;;;;;;170;15000;4000;80°;491;5258,2;;200;60;75;M20x1,5;2,7;;;;;;;;;;;;;;;;;;;;;;;;
ВСО Виброопоры полиуретановые регулируемые с крышкой;https://alterv.ru/catalog/vibroopory/vso_vibroopory_poliuretanovye_reguliruemye_s_kryshkoy/;https://alterv.ru/upload/iblock/c36/2onoh07qy876ifnxhy89ia3sz9wem4mu/bco150_16_01_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/77e/u6a1f9t2wcj2lp14khozn40boheexucm/bco150_16_01_vibroopory_vysokoe.png, https://alterv.ru/upload/iblock/70d/3g1g5t5hdtxf35pde4owopepmpj8iwxa/bco150_16_01_vibroopory_nizkoe.png, https://alterv.ru/upload/iblock/f4e/fs0ohkovxy0fi4qlhcroui08ep2p2f1b/bco150_16_01_vibroopory_snizu.png, https://alterv.ru/upload/iblock/f18/09jb7bx6uszir1ixpyvkjapmtzlusek1/bco150_16_01_vibroopory_razobrannye.png;https://alterv.ru/upload/iblock/e99/rhnj416pcfmsd3qkn3albup5v6f8stzz/Rukovodstvo-2.png;ВСО120.16.01;;;Сталь;122,5;16;39;120;;;;1261;665,41;;125;;;;;M16;15;200-3000;;;;;;;;;;;;;;;;;;;;;
ВСО Виброопоры полиуретановые регулируемые с крышкой;https://alterv.ru/catalog/vibroopory/vso_vibroopory_poliuretanovye_reguliruemye_s_kryshkoy/;https://alterv.ru/upload/iblock/c36/2onoh07qy876ifnxhy89ia3sz9wem4mu/bco150_16_01_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/77e/u6a1f9t2wcj2lp14khozn40boheexucm/bco150_16_01_vibroopory_vysokoe.png, https://alterv.ru/upload/iblock/70d/3g1g5t5hdtxf35pde4owopepmpj8iwxa/bco150_16_01_vibroopory_nizkoe.png, https://alterv.ru/upload/iblock/f4e/fs0ohkovxy0fi4qlhcroui08ep2p2f1b/bco150_16_01_vibroopory_snizu.png, https://alterv.ru/upload/iblock/f18/09jb7bx6uszir1ixpyvkjapmtzlusek1/bco150_16_01_vibroopory_razobrannye.png;https://alterv.ru/upload/iblock/e99/rhnj416pcfmsd3qkn3albup5v6f8stzz/Rukovodstvo-2.png;ВСО150.16.01;;;Сталь;150;16;45;120;;;;942;766,39;;135;;;;;M16;20;500-4000;;;;;;;;;;;;;;;;;;;;;
ВСО Виброопоры полиуретановые регулируемые с крышкой;https://alterv.ru/catalog/vibroopory/vso_vibroopory_poliuretanovye_reguliruemye_s_kryshkoy/;https://alterv.ru/upload/iblock/c36/2onoh07qy876ifnxhy89ia3sz9wem4mu/bco150_16_01_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/77e/u6a1f9t2wcj2lp14khozn40boheexucm/bco150_16_01_vibroopory_vysokoe.png, https://alterv.ru/upload/iblock/70d/3g1g5t5hdtxf35pde4owopepmpj8iwxa/bco150_16_01_vibroopory_nizkoe.png, https://alterv.ru/upload/iblock/f4e/fs0ohkovxy0fi4qlhcroui08ep2p2f1b/bco150_16_01_vibroopory_snizu.png, https://alterv.ru/upload/iblock/f18/09jb7bx6uszir1ixpyvkjapmtzlusek1/bco150_16_01_vibroopory_razobrannye.png;https://alterv.ru/upload/iblock/e99/rhnj416pcfmsd3qkn3albup5v6f8stzz/Rukovodstvo-2.png;ВСО180.20.01;;;Сталь;180;20;48;140;;;;1161;1636,12;;155;;;;;M20;20;500-6000;;;;;;;;;;;;;;;;;;;;;
ОВ Виброопоры резинометаллические регулируемые с крышкой;https://alterv.ru/catalog/vibroopory/ov_vibroopory_rezinometallicheskie_reguliruemye_s_kryshkoy/;https://alterv.ru/upload/iblock/eec/3310wzcvufrc5m402uz54i0w3cluojcl/ov_31m_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/be0/be0kdmg95p9h9yu385fl77e5v0o24e19/ov_31m_vibroopory_komplekt.png;https://alterv.ru/upload/iblock/9ee/1k0i2opmq5vspxc93392qmqf1bfbvgvk/ov_vibroopory_chertezh.png;ОВ-70;;;Сталь;70;;52;;;;;368;990,28;;111;;;;;M12;;50-500;14;3;10;;;;;;;;;;;;;;;;;;
ОВ Виброопоры резинометаллические регулируемые с крышкой;https://alterv.ru/catalog/vibroopory/ov_vibroopory_rezinometallicheskie_reguliruemye_s_kryshkoy/;https://alterv.ru/upload/iblock/eec/3310wzcvufrc5m402uz54i0w3cluojcl/ov_31m_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/be0/be0kdmg95p9h9yu385fl77e5v0o24e19/ov_31m_vibroopory_komplekt.png;https://alterv.ru/upload/iblock/9ee/1k0i2opmq5vspxc93392qmqf1bfbvgvk/ov_vibroopory_chertezh.png;ОВ-31М;;;Сталь;142;;66;;;;;558;1379,32;;130;;;;;M16;;250-4500;15;3,5;15±2;;;;;;;;;;;;;;;;;;
A00037 Виброопоры резинометаллические с креплением, тип H2;https://alterv.ru/catalog/vibroopory/a00037_vibroopory_rezinometallicheskie_s_krepleniem_tip_h2/;https://alterv.ru/upload/iblock/b3b/grlinclw8bx042xlm84alcs4c8ms0mdz/a00037_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/f77/qbpieawjs4dbp3j82fslf0pem8755etd/a00037_vibroopory_standartnye.png, https://alterv.ru/upload/iblock/7f3/b8p0vj842aar0je6lc3dv02bjds31frd/a00037_vibroopory_vysokie.png, https://alterv.ru/upload/iblock/198/es3gj6yc1vc6ydueo9gqxlyn3eqg0yqp/a00037_vibroopory_s_krepleniem.png, https://alterv.ru/upload/iblock/226/0qbb7y2ojcmz43kmxjzpeyidlo8davx8/a00037_vibroopory_rezinometallicheskie_primenenie.png;https://alterv.ru/upload/iblock/155/cig1phvw1tg2oe0ffbnied1ff21igvvv/a00037_vibroopory_chertezh.png, https://alterv.ru/upload/iblock/d95/1muj5ww3l2iuif16emvo2l6uqwxji0c1/a00037_vibroopory_chertezh.png;A00037.6004006;;;;19;64;6,3;;;;;36;615,08;;40;;;M6;3;;;;;;;Стандартное;20;29;52;8;;;;;;;;;;;;;
A00037 Виброопоры резинометаллические с креплением, тип H2;https://alterv.ru/catalog/vibroopory/a00037_vibroopory_rezinometallicheskie_s_krepleniem_tip_h2/;https://alterv.ru/upload/iblock/b3b/grlinclw8bx042xlm84alcs4c8ms0mdz/a00037_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/f77/qbpieawjs4dbp3j82fslf0pem8755etd/a00037_vibroopory_standartnye.png, https://alterv.ru/upload/iblock/7f3/b8p0vj842aar0je6lc3dv02bjds31frd/a00037_vibroopory_vysokie.png, https://alterv.ru/upload/iblock/198/es3gj6yc1vc6ydueo9gqxlyn3eqg0yqp/a00037_vibroopory_s_krepleniem.png, https://alterv.ru/upload/iblock/226/0qbb7y2ojcmz43kmxjzpeyidlo8davx8/a00037_vibroopory_rezinometallicheskie_primenenie.png;https://alterv.ru/upload/iblock/155/cig1phvw1tg2oe0ffbnied1ff21igvvv/a00037_vibroopory_chertezh.png, https://alterv.ru/upload/iblock/d95/1muj5ww3l2iuif16emvo2l6uqwxji0c1/a00037_vibroopory_chertezh.png;A00037.6008006;;;;14;90;6,5;;;;;68;1106,13;;60;;;M6;3;;;;;;;Стандартное;24;34;76;25;;;;;;;;;;;;;
A00037 Виброопоры резинометаллические с креплением, тип H2;https://alterv.ru/catalog/vibroopory/a00037_vibroopory_rezinometallicheskie_s_krepleniem_tip_h2/;https://alterv.ru/upload/iblock/b3b/grlinclw8bx042xlm84alcs4c8ms0mdz/a00037_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/f77/qbpieawjs4dbp3j82fslf0pem8755etd/a00037_vibroopory_standartnye.png, https://alterv.ru/upload/iblock/7f3/b8p0vj842aar0je6lc3dv02bjds31frd/a00037_vibroopory_vysokie.png, https://alterv.ru/upload/iblock/198/es3gj6yc1vc6ydueo9gqxlyn3eqg0yqp/a00037_vibroopory_s_krepleniem.png, https://alterv.ru/upload/iblock/226/0qbb7y2ojcmz43kmxjzpeyidlo8davx8/a00037_vibroopory_rezinometallicheskie_primenenie.png;https://alterv.ru/upload/iblock/155/cig1phvw1tg2oe0ffbnied1ff21igvvv/a00037_vibroopory_chertezh.png, https://alterv.ru/upload/iblock/d95/1muj5ww3l2iuif16emvo2l6uqwxji0c1/a00037_vibroopory_chertezh.png;A00037.6008008;;;;25;120;8,2;;;;;131;1536,18;;80;;;M8;3;;;;;;;Стандартное;27;65;100;45;;;;;;;;;;;;;
A00037 Виброопоры резинометаллические с креплением, тип H2;https://alterv.ru/catalog/vibroopory/a00037_vibroopory_rezinometallicheskie_s_krepleniem_tip_h2/;https://alterv.ru/upload/iblock/b3b/grlinclw8bx042xlm84alcs4c8ms0mdz/a00037_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/f77/qbpieawjs4dbp3j82fslf0pem8755etd/a00037_vibroopory_standartnye.png, https://alterv.ru/upload/iblock/7f3/b8p0vj842aar0je6lc3dv02bjds31frd/a00037_vibroopory_vysokie.png, https://alterv.ru/upload/iblock/198/es3gj6yc1vc6ydueo9gqxlyn3eqg0yqp/a00037_vibroopory_s_krepleniem.png, https://alterv.ru/upload/iblock/226/0qbb7y2ojcmz43kmxjzpeyidlo8davx8/a00037_vibroopory_rezinometallicheskie_primenenie.png;https://alterv.ru/upload/iblock/155/cig1phvw1tg2oe0ffbnied1ff21igvvv/a00037_vibroopory_chertezh.png, https://alterv.ru/upload/iblock/d95/1muj5ww3l2iuif16emvo2l6uqwxji0c1/a00037_vibroopory_chertezh.png;A00037.6015016;;;;34;214;12;;;;;50;5223,63;;150;;;M16;3;;;;;;;Стандартное;39;115;182;160;;;;;;;;;;;;;
A00037 Виброопоры резинометаллические с креплением, тип H2;https://alterv.ru/catalog/vibroopory/a00037_vibroopory_rezinometallicheskie_s_krepleniem_tip_h2/;https://alterv.ru/upload/iblock/b3b/grlinclw8bx042xlm84alcs4c8ms0mdz/a00037_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/f77/qbpieawjs4dbp3j82fslf0pem8755etd/a00037_vibroopory_standartnye.png, https://alterv.ru/upload/iblock/7f3/b8p0vj842aar0je6lc3dv02bjds31frd/a00037_vibroopory_vysokie.png, https://alterv.ru/upload/iblock/198/es3gj6yc1vc6ydueo9gqxlyn3eqg0yqp/a00037_vibroopory_s_krepleniem.png, https://alterv.ru/upload/iblock/226/0qbb7y2ojcmz43kmxjzpeyidlo8davx8/a00037_vibroopory_rezinometallicheskie_primenenie.png;https://alterv.ru/upload/iblock/155/cig1phvw1tg2oe0ffbnied1ff21igvvv/a00037_vibroopory_chertezh.png, https://alterv.ru/upload/iblock/d95/1muj5ww3l2iuif16emvo2l6uqwxji0c1/a00037_vibroopory_chertezh.png;A00037.6020018;;;;35;280;14,5;;;;;50;7374,9;;200;;;M18;3;;;;;;;Стандартное;44;140;240;240;;;;;;;;;;;;;
A00037 Виброопоры резинометаллические с креплением, тип H2;https://alterv.ru/catalog/vibroopory/a00037_vibroopory_rezinometallicheskie_s_krepleniem_tip_h2/;https://alterv.ru/upload/iblock/b3b/grlinclw8bx042xlm84alcs4c8ms0mdz/a00037_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/f77/qbpieawjs4dbp3j82fslf0pem8755etd/a00037_vibroopory_standartnye.png, https://alterv.ru/upload/iblock/7f3/b8p0vj842aar0je6lc3dv02bjds31frd/a00037_vibroopory_vysokie.png, https://alterv.ru/upload/iblock/198/es3gj6yc1vc6ydueo9gqxlyn3eqg0yqp/a00037_vibroopory_s_krepleniem.png, https://alterv.ru/upload/iblock/226/0qbb7y2ojcmz43kmxjzpeyidlo8davx8/a00037_vibroopory_rezinometallicheskie_primenenie.png;https://alterv.ru/upload/iblock/155/cig1phvw1tg2oe0ffbnied1ff21igvvv/a00037_vibroopory_chertezh.png, https://alterv.ru/upload/iblock/d95/1muj5ww3l2iuif16emvo2l6uqwxji0c1/a00037_vibroopory_chertezh.png;A00037.6010010;;;;22;148;10;;;;;92;2458,3;;100;;;M10;3;;;;;;;Высокое;28;50;124;140;;;;;;;;;;;;;
TM078 Виброопоры резинометаллические с креплением и крышкой, ВР;https://alterv.ru/catalog/vibroopory/tm078_vibroopory_rezinometallicheskie_s_krepleniem_i_kryshkoy_vr/;https://alterv.ru/upload/iblock/bf8/wqifxch2te1cco7yr930f654u5nqbqh6/tm078_vibroopory_rezinometallicheskie.png;https://alterv.ru/upload/iblock/485/16j4i0ew99v0mcwazf2cev38k4rkgmlk/tm078_vibroopory_chertezh.png;TM0780045;;;;;;;;;;45;14;1639,9;;;;;;;;;;;;;;;;;120;;;;;;;;;;;;;
TM078 Виброопоры резинометаллические с креплением и крышкой, ВР;https://alterv.ru/catalog/vibroopory/tm078_vibroopory_rezinometallicheskie_s_krepleniem_i_kryshkoy_vr/;https://alterv.ru/upload/iblock/bf8/wqifxch2te1cco7yr930f654u5nqbqh6/tm078_vibroopory_rezinometallicheskie.png;https://alterv.ru/upload/iblock/485/16j4i0ew99v0mcwazf2cev38k4rkgmlk/tm078_vibroopory_chertezh.png;TM0780060;;;;;;;;;;60;62;1639,9;;;;;;;;;;;;;;;;;210;;;;;;;;;;;;;
TM078 Виброопоры резинометаллические с креплением и крышкой, ВР;https://alterv.ru/catalog/vibroopory/tm078_vibroopory_rezinometallicheskie_s_krepleniem_i_kryshkoy_vr/;https://alterv.ru/upload/iblock/bf8/wqifxch2te1cco7yr930f654u5nqbqh6/tm078_vibroopory_rezinometallicheskie.png;https://alterv.ru/upload/iblock/485/16j4i0ew99v0mcwazf2cev38k4rkgmlk/tm078_vibroopory_chertezh.png;TM0780070;;;;;;;;;;70;66;1639,9;;;;;;;;;;;;;;;;;290;;;;;;;;;;;;;
TM106 Виброопоры резинометаллические с креплением, крышкой, ВР;https://alterv.ru/catalog/vibroopory/tm106_vibroopory_rezinometallicheskie_s_krepleniem_kryshkoy_vr/;https://alterv.ru/upload/iblock/df9/oe23o0yv5izmxqu4sagz40b7ken49esz/tm106_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/46a/bs8bzl14j6zr0hgecr971rp3j2apqp9k/tm106_vibroopory_chernye.png, https://alterv.ru/upload/iblock/df4/lmjk0am9xdcwqqmkg65onzp6rocddskn/tm106_vibroopory_otsinkovannye.png, https://alterv.ru/upload/iblock/b4a/m9wu479zygkzfn9js0rk5vbrq470gz83/tm106_vibroopory_chernye_sverkhu.png, https://alterv.ru/upload/iblock/ec4/mv6iyve7t4ydg1y41n6vf5hjdndui9wj/tm106_vibroopory_chernye_sboku.png;https://alterv.ru/upload/iblock/237/5og7a53gh6gr57gzappm0loqno3a0sj3/tm106_vibroopory_rezinometallicheskie_chertezh.png, https://alterv.ru/upload/iblock/ef4/bhi1lf6e7s4at8bu79cregysu5670qnb/tm106_vibroopory_bez_predokhr_ot_obryva_chertezh.png, https://alterv.ru/upload/iblock/7c2/51dyzj1m8if8mbdloj811j0j0gbnn9ms/tm106_vibroopory_s_predokh_ot_obryva_chertezh.png;TM1060045;;;;;;;;;;45;163;1782,51;;;;;;;;;;;;;Без предохранения от обрыва;;;;150;Окрашена;;;;;;;;;;;;
TM106 Виброопоры резинометаллические с креплением, крышкой, ВР;https://alterv.ru/catalog/vibroopory/tm106_vibroopory_rezinometallicheskie_s_krepleniem_kryshkoy_vr/;https://alterv.ru/upload/iblock/df9/oe23o0yv5izmxqu4sagz40b7ken49esz/tm106_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/46a/bs8bzl14j6zr0hgecr971rp3j2apqp9k/tm106_vibroopory_chernye.png, https://alterv.ru/upload/iblock/df4/lmjk0am9xdcwqqmkg65onzp6rocddskn/tm106_vibroopory_otsinkovannye.png, https://alterv.ru/upload/iblock/b4a/m9wu479zygkzfn9js0rk5vbrq470gz83/tm106_vibroopory_chernye_sverkhu.png, https://alterv.ru/upload/iblock/ec4/mv6iyve7t4ydg1y41n6vf5hjdndui9wj/tm106_vibroopory_chernye_sboku.png;https://alterv.ru/upload/iblock/237/5og7a53gh6gr57gzappm0loqno3a0sj3/tm106_vibroopory_rezinometallicheskie_chertezh.png, https://alterv.ru/upload/iblock/ef4/bhi1lf6e7s4at8bu79cregysu5670qnb/tm106_vibroopory_bez_predokhr_ot_obryva_chertezh.png, https://alterv.ru/upload/iblock/7c2/51dyzj1m8if8mbdloj811j0j0gbnn9ms/tm106_vibroopory_s_predokh_ot_obryva_chertezh.png;TM1060060;;;;;;;;;;60;513;1944,56;;;;;;;;;;;;;Без предохранения от обрыва;;;;320;Окрашена;;;;;;;;;;;;
TM106 Виброопоры резинометаллические с креплением, крышкой, ВР;https://alterv.ru/catalog/vibroopory/tm106_vibroopory_rezinometallicheskie_s_krepleniem_kryshkoy_vr/;https://alterv.ru/upload/iblock/df9/oe23o0yv5izmxqu4sagz40b7ken49esz/tm106_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/46a/bs8bzl14j6zr0hgecr971rp3j2apqp9k/tm106_vibroopory_chernye.png, https://alterv.ru/upload/iblock/df4/lmjk0am9xdcwqqmkg65onzp6rocddskn/tm106_vibroopory_otsinkovannye.png, https://alterv.ru/upload/iblock/b4a/m9wu479zygkzfn9js0rk5vbrq470gz83/tm106_vibroopory_chernye_sverkhu.png, https://alterv.ru/upload/iblock/ec4/mv6iyve7t4ydg1y41n6vf5hjdndui9wj/tm106_vibroopory_chernye_sboku.png;https://alterv.ru/upload/iblock/237/5og7a53gh6gr57gzappm0loqno3a0sj3/tm106_vibroopory_rezinometallicheskie_chertezh.png, https://alterv.ru/upload/iblock/ef4/bhi1lf6e7s4at8bu79cregysu5670qnb/tm106_vibroopory_bez_predokhr_ot_obryva_chertezh.png, https://alterv.ru/upload/iblock/7c2/51dyzj1m8if8mbdloj811j0j0gbnn9ms/tm106_vibroopory_s_predokh_ot_obryva_chertezh.png;TM1060070;;;;;;;;;;70;92;1782,51;;;;;;;;;;;;;Без предохранения от обрыва;;;;480;Окрашена;;;;;;;;;;;;
TM106 Виброопоры резинометаллические с креплением, крышкой, ВР;https://alterv.ru/catalog/vibroopory/tm106_vibroopory_rezinometallicheskie_s_krepleniem_kryshkoy_vr/;https://alterv.ru/upload/iblock/df9/oe23o0yv5izmxqu4sagz40b7ken49esz/tm106_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/46a/bs8bzl14j6zr0hgecr971rp3j2apqp9k/tm106_vibroopory_chernye.png, https://alterv.ru/upload/iblock/df4/lmjk0am9xdcwqqmkg65onzp6rocddskn/tm106_vibroopory_otsinkovannye.png, https://alterv.ru/upload/iblock/b4a/m9wu479zygkzfn9js0rk5vbrq470gz83/tm106_vibroopory_chernye_sverkhu.png, https://alterv.ru/upload/iblock/ec4/mv6iyve7t4ydg1y41n6vf5hjdndui9wj/tm106_vibroopory_chernye_sboku.png;https://alterv.ru/upload/iblock/237/5og7a53gh6gr57gzappm0loqno3a0sj3/tm106_vibroopory_rezinometallicheskie_chertezh.png, https://alterv.ru/upload/iblock/ef4/bhi1lf6e7s4at8bu79cregysu5670qnb/tm106_vibroopory_bez_predokhr_ot_obryva_chertezh.png, https://alterv.ru/upload/iblock/7c2/51dyzj1m8if8mbdloj811j0j0gbnn9ms/tm106_vibroopory_s_predokh_ot_obryva_chertezh.png;TM1062045;;;;;;;;;;45;150;2106,6;;;;;;;;;;;;;С предохранением от обрыва;;;;150;Оцинкована;;;;;;;;;;;;
